observable,formula,experimental,theoretical,deviation_pct,prime_factors,category
Omega_DE,115/168,0.6847,0.6845238095238095,0.025732507111207965,115/168,simple_ratio
Omega_DE,128/187,0.6847,0.6844919786096256,0.030381391905118543,128/187,simple_ratio
Omega_DE,50/73,0.6847,0.684931506849315,0.03381142826275087,50/73,simple_ratio
Omega_DE,50/73,0.6847,0.684931506849315,0.03381142826275087,100/146,simple_ratio
Omega_DE,(2^3 × 17^2) / (3^3 × 5^3),0.6847,0.685037037037037,0.0492240451346611,"num: 2^3 × 17^2, den: 3^3 × 5^3",prime_ratio
Omega_DE,87/127,0.6847,0.6850393700787402,0.04956478439319214,87/127,simple_ratio
Omega_DE,124/181,0.6847,0.6850828729281768,0.05591834791541511,124/181,simple_ratio
Omega_DE,37/54,0.6847,0.6851851851851852,0.07086098805100849,37/54,simple_ratio
Omega_DE,37/54,0.6847,0.6851851851851852,0.07086098805100849,74/108,simple_ratio
Omega_DE,37/54,0.6847,0.6851851851851852,0.07086098805100849,111/162,simple_ratio
Omega_DE,13/19,0.6847,0.6842105263157895,0.07148732060909656,13/19,simple_ratio
Omega_DE,13/19,0.6847,0.6842105263157895,0.07148732060909656,26/38,simple_ratio
